CF96  C9 AA     CMP #$AA                          A:AA X:55 Y:69 P:A4 SP:FB CYC:2447
CF98  D0 03     BNE $CF9D                         A:AA X:55 Y:69 P:27 SP:FB CYC:2449
CF9A  4C A1 CF  JMP $CFA1                         A:AA X:55 Y:69 P:27 SP:FB CYC:2451
CFA1  60        RTS                               A:AA X:55 Y:69 P:27 SP:FB CYC:2454
C60F  20 A2 CF  JSR $CFA2                         A:AA X:55 Y:69 P:27 SP:FD CYC:2460
CFA2  A5 00     LDA $00 = 00                      A:AA X:55 Y:69 P:27 SP:FB CYC:2466
CFA4  8D FF 07  STA $07FF = FB                    A:00 X:55 Y:69 P:27 SP:FB CYC:2469
CFA7  A9 00     LDA #$00                          A:00 X:55 Y:69 P:27 SP:FB CYC:2473
CFA9  85 80     STA $80 = 00                      A:00 X:55 Y:69 P:27 SP:FB CYC:2475
CFAB  A9 02     LDA #$02                          A:00 X:55 Y:69 P:27 SP:FB CYC:2478
CFAD  85 81     STA $81 = 00                      A:02 X:55 Y:69 P:25 SP:FB CYC:2480
CFAF  A9 FF     LDA #$FF                          A:02 X:55 Y:69 P:25 SP:FB CYC:2483
CFB1  85 01     STA $01 = FF                      A:FF X:55 Y:69 P:A5 SP:FB CYC:2485
CFB3  A9 00     LDA #$00                          A:FF X:55 Y:69 P:A5 SP:FB CYC:2488
CFB5  85 82     STA $82 = 00                      A:00 X:55 Y:69 P:27 SP:FB CYC:2490
CFB7  A9 03     LDA #$03                          A:00 X:55 Y:69 P:27 SP:FB CYC:2493
CFB9  85 83     STA $83 = 00                      A:03 X:55 Y:69 P:25 SP:FB CYC:2495
CFBB  85 84     STA $84 = 00                      A:03 X:55 Y:69 P:25 SP:FB CYC:2498
CFBD  A9 00     LDA #$00                          A:03 X:55 Y:69 P:25 SP:FB CYC:2501
CFBF  85 FF     STA $FF = 00                      A:00 X:55 Y:69 P:27 SP:FB CYC:2503
CFC1  A9 04     LDA #$04                          A:00 X:55 Y:69 P:27 SP:FB CYC:2506
CFC3  85 00     STA $00 = 00                      A:04 X:55 Y:69 P:25 SP:FB CYC:2508
CFC5  A9 5A     LDA #$5A                          A:04 X:55 Y:69 P:25 SP:FB CYC:2511
CFC7  8D 00 02  STA $0200 = 00                    A:5A X:55 Y:69 P:25 SP:FB CYC:2513
CFCA  A9 5B     LDA #$5B                          A:5A X:55 Y:69 P:25 SP:FB CYC:2517
CFCC  8D 00 03  STA $0300 = 00                    A:5B X:55 Y:69 P:25 SP:FB CYC:2519
CFCF  A9 5C     LDA #$5C                          A:5B X:55 Y:69 P:25 SP:FB CYC:2523
CFD1  8D 03 03  STA $0303 = 00                    A:5C X:55 Y:69 P:25 SP:FB CYC:2525
CFD4  A9 5D     LDA #$5D                          A:5C X:55 Y:69 P:25 SP:FB CYC:2529
CFD6  8D 00 04  STA $0400 = 00                    A:5D X:55 Y:69 P:25 SP:FB CYC:2531
CFD9  A2 00     LDX #$00                          A:5D X:55 Y:69 P:25 SP:FB CYC:2535
CFDB  A1 80     LDA ($80,X) @ 80 = 0200 = 5A      A:5D X:00 Y:69 P:27 SP:FB CYC:2537
CFDD  C9 5A     CMP #$5A                          A:5A X:00 Y:69 P:25 SP:FB CYC:2543
CFDF  D0 1F     BNE $D000                         A:5A X:00 Y:69 P:27 SP:FB CYC:2545
CFE1  E8        INX                               A:5A X:00 Y:69 P:27 SP:FB CYC:2547
CFE2  E8        INX                               A:5A X:01 Y:69 P:25 SP:FB CYC:2549
CFE3  A1 80     LDA ($80,X) @ 82 = 0300 = 5B      A:5A X:02 Y:69 P:25 SP:FB CYC:2551
CFE5  C9 5B     CMP #$5B                          A:5B X:02 Y:69 P:25 SP:FB CYC:2557
CFE7  D0 17     BNE $D000                         A:5B X:02 Y:69 P:27 SP:FB CYC:2559
CFE9  E8        INX                               A:5B X:02 Y:69 P:27 SP:FB CYC:2561
CFEA  A1 80     LDA ($80,X) @ 83 = 0303 = 5C      A:5B X:03 Y:69 P:25 SP:FB CYC:2563
CFEC  C9 5C     CMP #$5C                          A:5C X:03 Y:69 P:25 SP:FB CYC:2569
CFEE  D0 10     BNE $D000                         A:5C X:03 Y:69 P:27 SP:FB CYC:2571
CFF0  A2 00     LDX #$00                          A:5C X:03 Y:69 P:27 SP:FB CYC:2573
CFF2  A1 FF     LDA ($FF,X) @ FF = 0400 = 5D      A:5C X:00 Y:69 P:27 SP:FB CYC:2575
CFF4  C9 5D     CMP #$5D                          A:5D X:00 Y:69 P:25 SP:FB CYC:2581
CFF6  D0 08     BNE $D000                         A:5D X:00 Y:69 P:27 SP:FB CYC:2583
CFF8  A2 81     LDX #$81                          A:5D X:00 Y:69 P:27 SP:FB CYC:2585
CFFA  A1 FF     LDA ($FF,X) @ 80 = 0200 = 5A      A:5D X:81 Y:69 P:A5 SP:FB CYC:2587
CFFC  C9 5A     CMP #$5A                          A:5A X:81 Y:69 P:25 SP:FB CYC:2593
CFFE  F0 05     BEQ $D005                         A:5A X:81 Y:69 P:27 SP:FB CYC:2595
D005  A9 AA     LDA #$AA                          A:5A X:81 Y:69 P:27 SP:FB CYC:2597
D007  A2 00     LDX #$00                          A:AA X:81 Y:69 P:A5 SP:FB CYC:2599
D009  81 80     STA ($80,X) @ 80 = 0200 = 5A      A:AA X:00 Y:69 P:27 SP:FB CYC:2601
D00B  E8        INX                               A:AA X:00 Y:69 P:27 SP:FB CYC:2607
D00C  E8        INX                               A:AA X:01 Y:69 P:25 SP:FB CYC:2609
D00D  A9 AB     LDA #$AB                          A:AA X:02 Y:69 P:25 SP:FB CYC:2611
D00F  81 80     STA ($80,X) @ 82 = 0300 = 5B      A:AB X:02 Y:69 P:A5 SP:FB CYC:2613
D011  E8        INX                               A:AB X:02 Y:69 P:A5 SP:FB CYC:2619
D012  A9 AC     LDA #$AC                          A:AB X:03 Y:69 P:25 SP:FB CYC:2621
D014  81 80     STA ($80,X) @ 83 = 0303 = 5C      A:AC X:03 Y:69 P:A5 SP:FB CYC:2623
D016  A2 00     LDX #$00                          A:AC X:03 Y:69 P:A5 SP:FB CYC:2629
D018  A9 AD     LDA #$AD                          A:AC X:00 Y:69 P:27 SP:FB CYC:2631
D01A  81 FF     STA ($FF,X) @ FF = 0400 = 5D      A:AD X:00 Y:69 P:A5 SP:FB CYC:2633
D01C  AD 00 02  LDA $0200 = AA                    A:AD X:00 Y:69 P:A5 SP:FB CYC:2639
D01F  C9 AA     CMP #$AA                          A:AA X:00 Y:69 P:A5 SP:FB CYC:2643
D021  D0 15     BNE $D038                         A:AA X:00 Y:69 P:27 SP:FB CYC:2645
D023  AD 00 03  LDA $0300 = AB                    A:AA X:00 Y:69 P:27 SP:FB CYC:2647
D026  C9 AB     CMP #$AB                          A:AB X:00 Y:69 P:A5 SP:FB CYC:2651
D028  D0 0E     BNE $D038                         A:AB X:00 Y:69 P:27 SP:FB CYC:2653
D02A  AD 03 03  LDA $0303 = AC                    A:AB X:00 Y:69 P:27 SP:FB CYC:2655
D02D  C9 AC     CMP #$AC                          A:AC X:00 Y:69 P:A5 SP:FB CYC:2659
D02F  D0 07     BNE $D038                         A:AC X:00 Y:69 P:27 SP:FB CYC:2661
D031  AD 00 04  LDA $0400 = AD                    A:AC X:00 Y:69 P:27 SP:FB CYC:2663
D034  C9 AD     CMP #$AD                          A:AD X:00 Y:69 P:A5 SP:FB CYC:2667
D036  F0 05     BEQ $D03D                         A:AD X:00 Y:69 P:27 SP:FB CYC:2669
D03D  AD FF 07  LDA $07FF = 00                    A:AD X:00 Y:69 P:27 SP:FB CYC:2671
D040  85 00     STA $00 = 04                      A:00 X:00 Y:69 P:27 SP:FB CYC:2675
D042  A9 00     LDA #$00                          A:00 X:00 Y:69 P:27 SP:FB CYC:2678
D044  8D 00 03  STA $0300 = AB                    A:00 X:00 Y:69 P:27 SP:FB CYC:2680
D047  A9 AA     LDA #$AA                          A:00 X:00 Y:69 P:27 SP:FB CYC:2684
D049  8D 00 02  STA $0200 = AA                    A:AA X:00 Y:69 P:A5 SP:FB CYC:2686
D04C  A2 00     LDX #$00                          A:AA X:00 Y:69 P:A5 SP:FB CYC:2690
D04E  A0 5A     LDY #$5A                          A:AA X:00 Y:69 P:27 SP:FB CYC:2692
D050  20 B6 F7  JSR $F7B6                         A:AA X:00 Y:5A P:25 SP:FB CYC:2694
F7B6  18        CLC                               A:AA X:00 Y:5A P:25 SP:F9 CYC:2700
F7B7  A9 FF     LDA #$FF                          A:AA X:00 Y:5A P:24 SP:F9 CYC:2702
F7B9  85 01     STA $01 = FF                      A:FF X:00 Y:5A P:A4 SP:F9 CYC:2704
F7BB  24 01     BIT $01 = FF                      A:FF X:00 Y:5A P:A4 SP:F9 CYC:2707
F7BD  A9 55     LDA #$55                          A:FF X:00 Y:5A P:E4 SP:F9 CYC:2710
F7BF  60        RTS                               A:55 X:00 Y:5A P:64 SP:F9 CYC:2712
D053  01 80     ORA ($80,X) @ 80 = 0200 = AA      A:55 X:00 Y:5A P:64 SP:FB CYC:2718
D055  20 C0 F7  JSR $F7C0                         A:FF X:00 Y:5A P:E4 SP:FB CYC:2724
F7C0  B0 09     BCS $F7CB                         A:FF X:00 Y:5A P:E4 SP:F9 CYC:2730
F7C2  10 07     BPL $F7CB                         A:FF X:00 Y:5A P:E4 SP:F9 CYC:2732
F7C4  C9 FF     CMP #$FF                          A:FF X:00 Y:5A P:E4 SP:F9 CYC:2734
F7C6  D0 03     BNE $F7CB                         A:FF X:00 Y:5A P:67 SP:F9 CYC:2736
F7C8  50 01     BVC $F7CB                         A:FF X:00 Y:5A P:67 SP:F9 CYC:2738
F7CA  60        RTS                               A:FF X:00 Y:5A P:67 SP:F9 CYC:2740
D058  C8        INY                               A:FF X:00 Y:5A P:67 SP:FB CYC:2746
D059  20 CE F7  JSR $F7CE                         A:FF X:00 Y:5B P:65 SP:FB CYC:2748
F7CE  38        SEC                               A:FF X:00 Y:5B P:65 SP:F9 CYC:2754
F7CF  B8        CLV                               A:FF X:00 Y:5B P:65 SP:F9 CYC:2756
F7D0  A9 00     LDA #$00                          A:FF X:00 Y:5B P:25 SP:F9 CYC:2758
F7D2  60        RTS                               A:00 X:00 Y:5B P:27 SP:F9 CYC:2760
D05C  01 82     ORA ($82,X) @ 82 = 0300 = 00      A:00 X:00 Y:5B P:27 SP:FB CYC:2766
D05E  20 D3 F7  JSR $F7D3                         A:00 X:00 Y:5B P:27 SP:FB CYC:2772
F7D3  D0 07     BNE $F7DC                         A:00 X:00 Y:5B P:27 SP:F9 CYC:2778
F7D5  70 05     BVS $F7DC                         A:00 X:00 Y:5B P:27 SP:F9 CYC:2780
F7D7  90 03     BCC $F7DC                         A:00 X:00 Y:5B P:27 SP:F9 CYC:2782
F7D9  30 01     BMI $F7DC                         A:00 X:00 Y:5B P:27 SP:F9 CYC:2784
F7DB  60        RTS                               A:00 X:00 Y:5B P:27 SP:F9 CYC:2786
D061  C8        INY                               A:00 X:00 Y:5B P:27 SP:FB CYC:2792
D062  20 DF F7  JSR $F7DF                         A:00 X:00 Y:5C P:25 SP:FB CYC:2794
F7DF  18        CLC                               A:00 X:00 Y:5C P:25 SP:F9 CYC:2800
F7E0  24 01     BIT $01 = FF                      A:00 X:00 Y:5C P:24 SP:F9 CYC:2802
F7E2  A9 55     LDA #$55                          A:00 X:00 Y:5C P:E6 SP:F9 CYC:2805
F7E4  60        RTS                               A:55 X:00 Y:5C P:64 SP:F9 CYC:2807
D065  21 80     AND ($80,X) @ 80 = 0200 = AA      A:55 X:00 Y:5C P:64 SP:FB CYC:2813
D067  20 E5 F7  JSR $F7E5                         A:00 X:00 Y:5C P:66 SP:FB CYC:2819
F7E5  D0 07     BNE $F7EE                         A:00 X:00 Y:5C P:66 SP:F9 CYC:2825
F7E7  50 05     BVC $F7EE                         A:00 X:00 Y:5C P:66 SP:F9 CYC:2827
F7E9  B0 03     BCS $F7EE                         A:00 X:00 Y:5C P:66 SP:F9 CYC:2829
F7EB  30 01     BMI $F7EE                         A:00 X:00 Y:5C P:66 SP:F9 CYC:2831
F7ED  60        RTS                               A:00 X:00 Y:5C P:66 SP:F9 CYC:2833
D06A  C8        INY                               A:00 X:00 Y:5C P:66 SP:FB CYC:2839
D06B  A9 EF     LDA #$EF                          A:00 X:00 Y:5D P:64 SP:FB CYC:2841
D06D  8D 00 03  STA $0300 = 00                    A:EF X:00 Y:5D P:E4 SP:FB CYC:2843
D070  20 F1 F7  JSR $F7F1                         A:EF X:00 Y:5D P:E4 SP:FB CYC:2847
F7F1  38        SEC                               A:EF X:00 Y:5D P:E4 SP:F9 CYC:2853
F7F2  B8        CLV                               A:EF X:00 Y:5D P:E5 SP:F9 CYC:2855
F7F3  A9 F8     LDA #$F8                          A:EF X:00 Y:5D P:A5 SP:F9 CYC:2857
F7F5  60        RTS                               A:F8 X:00 Y:5D P:A5 SP:F9 CYC:2859
D073  21 82     AND ($82,X) @ 82 = 0300 = EF      A:F8 X:00 Y:5D P:A5 SP:FB CYC:2865
D075  20 F6 F7  JSR $F7F6                         A:E8 X:00 Y:5D P:A5 SP:FB CYC:2871
F7F6  90 09     BCC $F801                         A:E8 X:00 Y:5D P:A5 SP:F9 CYC:2877
F7F8  10 07     BPL $F801                         A:E8 X:00 Y:5D P:A5 SP:F9 CYC:2879
F7FA  C9 E8     CMP #$E8                          A:E8 X:00 Y:5D P:A5 SP:F9 CYC:2881
F7FC  D0 03     BNE $F801                         A:E8 X:00 Y:5D P:27 SP:F9 CYC:2883
F7FE  70 01     BVS $F801                         A:E8 X:00 Y:5D P:27 SP:F9 CYC:2885
F800  60        RTS                               A:E8 X:00 Y:5D P:27 SP:F9 CYC:2887
D078  C8        INY                               A:E8 X:00 Y:5D P:27 SP:FB CYC:2893
D079  20 04 F8  JSR $F804                         A:E8 X:00 Y:5E P:25 SP:FB CYC:2895
F804  18        CLC                               A:E8 X:00 Y:5E P:25 SP:F9 CYC:2901
F805  24 01     BIT $01 = FF                      A:E8 X:00 Y:5E P:24 SP:F9 CYC:2903
F807  A9 5F     LDA #$5F                          A:E8 X:00 Y:5E P:E4 SP:F9 CYC:2906
F809  60        RTS                               A:5F X:00 Y:5E P:64 SP:F9 CYC:2908
D07C  41 80     EOR ($80,X) @ 80 = 0200 = AA      A:5F X:00 Y:5E P:64 SP:FB CYC:2914
D07E  20 0A F8  JSR $F80A                         A:F5 X:00 Y:5E P:E4 SP:FB CYC:2920
F80A  B0 09     BCS $F815                         A:F5 X:00 Y:5E P:E4 SP:F9 CYC:2926
F80C  10 07     BPL $F815                         A:F5 X:00 Y:5E P:E4 SP:F9 CYC:2928
F80E  C9 F5     CMP #$F5                          A:F5 X:00 Y:5E P:E4 SP:F9 CYC:2930
F810  D0 03     BNE $F815                         A:F5 X:00 Y:5E P:67 SP:F9 CYC:2932
F812  50 01     BVC $F815                         A:F5 X:00 Y:5E P:67 SP:F9 CYC:2934
F814  60        RTS                               A:F5 X:00 Y:5E P:67 SP:F9 CYC:2936
D081  C8        INY                               A:F5 X:00 Y:5E P:67 SP:FB CYC:2942
D082  A9 70     LDA #$70                          A:F5 X:00 Y:5F P:65 SP:FB CYC:2944
D084  8D 00 03  STA $0300 = EF                    A:70 X:00 Y:5F P:65 SP:FB CYC:2946
D087  20 18 F8  JSR $F818                         A:70 X:00 Y:5F P:65 SP:FB CYC:2950
F818  38        SEC                               A:70 X:00 Y:5F P:65 SP:F9 CYC:2956
F819  B8        CLV                               A:70 X:00 Y:5F P:65 SP:F9 CYC:2958
F81A  A9 70     LDA #$70                          A:70 X:00 Y:5F P:25 SP:F9 CYC:2960
F81C  60        RTS                               A:70 X:00 Y:5F P:25 SP:F9 CYC:2962
D08A  41 82     EOR ($82,X) @ 82 = 0300 = 70      A:70 X:00 Y:5F P:25 SP:FB CYC:2968
D08C  20 1D F8  JSR $F81D                         A:00 X:00 Y:5F P:27 SP:FB CYC:2974
F81D  D0 07     BNE $F826                         A:00 X:00 Y:5F P:27 SP:F9 CYC:2980
F81F  70 05     BVS $F826                         A:00 X:00 Y:5F P:27 SP:F9 CYC:2982
F821  90 03     BCC $F826                         A:00 X:00 Y:5F P:27 SP:F9 CYC:2984
F823  30 01     BMI $F826                         A:00 X:00 Y:5F P:27 SP:F9 CYC:2986
F825  60        RTS                               A:00 X:00 Y:5F P:27 SP:F9 CYC:2988
D08F  C8        INY                               A:00 X:00 Y:5F P:27 SP:FB CYC:2994
D090  A9 69     LDA #$69                          A:00 X:00 Y:60 P:25 SP:FB CYC:2996
D092  8D 00 02  STA $0200 = AA                    A:69 X:00 Y:60 P:25 SP:FB CYC:2998
D095  20 29 F8  JSR $F829                         A:69 X:00 Y:60 P:25 SP:FB CYC:3002
F829  18        CLC                               A:69 X:00 Y:60 P:25 SP:F9 CYC:3008
F82A  24 01     BIT $01 = FF                      A:69 X:00 Y:60 P:24 SP:F9 CYC:3010
F82C  A9 00     LDA #$00                          A:69 X:00 Y:60 P:E4 SP:F9 CYC:3013
F82E  60        RTS                               A:00 X:00 Y:60 P:66 SP:F9 CYC:3015
D098  61 80     ADC ($80,X) @ 80 = 0200 = 69      A:00 X:00 Y:60 P:66 SP:FB CYC:3021
D09A  20 2F F8  JSR $F82F                         A:69 X:00 Y:60 P:24 SP:FB CYC:3027
F82F  30 09     BMI $F83A                         A:69 X:00 Y:60 P:24 SP:F9 CYC:3033
F831  B0 07     BCS $F83A                         A:69 X:00 Y:60 P:24 SP:F9 CYC:3035
F833  C9 69     CMP #$69                          A:69 X:00 Y:60 P:24 SP:F9 CYC:3037
F835  D0 03     BNE $F83A                         A:69 X:00 Y:60 P:27 SP:F9 CYC:3039
F837  70 01     BVS $F83A                         A:69 X:00 Y:60 P:27 SP:F9 CYC:3041
F839  60        RTS                               A:69 X:00 Y:60 P:27 SP:F9 CYC:3043
D09D  C8        INY                               A:69 X:00 Y:60 P:27 SP:FB CYC:3049
D09E  20 3D F8  JSR $F83D                         A:69 X:00 Y:61 P:25 SP:FB CYC:3051
F83D  38        SEC                               A:69 X:00 Y:61 P:25 SP:F9 CYC:3057
F83E  24 01     BIT $01 = FF                      A:69 X:00 Y:61 P:25 SP:F9 CYC:3059
F840  A9 00     LDA #$00                          A:69 X:00 Y:61 P:E5 SP:F9 CYC:3062
F842  60        RTS                               A:00 X:00 Y:61 P:67 SP:F9 CYC:3064
D0A1  61 80     ADC ($80,X) @ 80 = 0200 = 69      A:00 X:00 Y:61 P:67 SP:FB CYC:3070
D0A3  20 43 F8  JSR $F843                         A:6A X:00 Y:61 P:24 SP:FB CYC:3076
F843  30 09     BMI $F84E                         A:6A X:00 Y:61 P:24 SP:F9 CYC:3082
F845  B0 07     BCS $F84E                         A:6A X:00 Y:61 P:24 SP:F9 CYC:3084
F847  C9 6A     CMP #$6A                          A:6A X:00 Y:61 P:24 SP:F9 CYC:3086
F849  D0 03     BNE $F84E                         A:6A X:00 Y:61 P:27 SP:F9 CYC:3088
F84B  70 01     BVS $F84E                         A:6A X:00 Y:61 P:27 SP:F9 CYC:3090
F84D  60        RTS                               A:6A X:00 Y:61 P:27 SP:F9 CYC:3092
D0A6  C8        INY                               A:6A X:00 Y:61 P:27 SP:FB CYC:3098
D0A7  A9 7F     LDA #$7F                          A:6A X:00 Y:62 P:25 SP:FB CYC:3100
D0A9  8D 00 02  STA $0200 = 69                    A:7F X:00 Y:62 P:25 SP:FB CYC:3102
D0AC  20 51 F8  JSR $F851                         A:7F X:00 Y:62 P:25 SP:FB CYC:3106
F851  38        SEC                               A:7F X:00 Y:62 P:25 SP:F9 CYC:3112
F852  B8        CLV                               A:7F X:00 Y:62 P:25 SP:F9 CYC:3114
F853  A9 7F     LDA #$7F                          A:7F X:00 Y:62 P:25 SP:F9 CYC:3116
F855  60        RTS                               A:7F X:00 Y:62 P:25 SP:F9 CYC:3118
D0AF  61 80     ADC ($80,X) @ 80 = 0200 = 7F      A:7F X:00 Y:62 P:25 SP:FB CYC:3124
D0B1  20 56 F8  JSR $F856                         A:FF X:00 Y:62 P:E4 SP:FB CYC:3130
F856  10 09     BPL $F861                         A:FF X:00 Y:62 P:E4 SP:F9 CYC:3136
F858  B0 07     BCS $F861                         A:FF X:00 Y:62 P:E4 SP:F9 CYC:3138
F85A  C9 FF     CMP #$FF                          A:FF X:00 Y:62 P:E4 SP:F9 CYC:3140
F85C  D0 03     BNE $F861                         A:FF X:00 Y:62 P:67 SP:F9 CYC:3142
F85E  50 01     BVC $F861                         A:FF X:00 Y:62 P:67 SP:F9 CYC:3144
F860  60        RTS                               A:FF X:00 Y:62 P:67 SP:F9 CYC:3146
D0B4  C8        INY                               A:FF X:00 Y:62 P:67 SP:FB CYC:3152
D0B5  A9 80     LDA #$80                          A:FF X:00 Y:63 P:65 SP:FB CYC:3154
D0B7  8D 00 02  STA $0200 = 7F                    A:80 X:00 Y:63 P:E5 SP:FB CYC:3156
D0BA  20 64 F8  JSR $F864                         A:80 X:00 Y:63 P:E5 SP:FB CYC:3160
F864  18        CLC                               A:80 X:00 Y:63 P:E5 SP:F9 CYC:3166
F865  24 01     BIT $01 = FF                      A:80 X:00 Y:63 P:E4 SP:F9 CYC:3168
F867  A9 7F     LDA #$7F                          A:80 X:00 Y:63 P:E4 SP:F9 CYC:3171
F869  60        RTS                               A:7F X:00 Y:63 P:64 SP:F9 CYC:3173
D0BD  61 80     ADC ($80,X) @ 80 = 0200 = 80      A:7F X:00 Y:63 P:64 SP:FB CYC:3179
D0BF  20 6A F8  JSR $F86A                         A:FF X:00 Y:63 P:A4 SP:FB CYC:3185
F86A  10 09     BPL $F875                         A:FF X:00 Y:63 P:A4 SP:F9 CYC:3191
F86C  B0 07     BCS $F875                         A:FF X:00 Y:63 P:A4 SP:F9 CYC:3193
F86E  C9 FF     CMP #$FF                          A:FF X:00 Y:63 P:A4 SP:F9 CYC:3195
F870  D0 03     BNE $F875                         A:FF X:00 Y:63 P:27 SP:F9 CYC:3197
F872  70 01     BVS $F875                         A:FF X:00 Y:63 P:27 SP:F9 CYC:3199
F874  60        RTS                               A:FF X:00 Y:63 P:27 SP:F9 CYC:3201
D0C2  C8        INY                               A:FF X:00 Y:63 P:27 SP:FB CYC:3207
D0C3  20 78 F8  JSR $F878                         A:FF X:00 Y:64 P:25 SP:FB CYC:3209
F878  38        SEC                               A:FF X:00 Y:64 P:25 SP:F9 CYC:3215
F879  B8        CLV                               A:FF X:00 Y:64 P:25 SP:F9 CYC:3217
F87A  A9 7F     LDA #$7F                          A:FF X:00 Y:64 P:25 SP:F9 CYC:3219
F87C  60        RTS                               A:7F X:00 Y:64 P:25 SP:F9 CYC:3221
D0C6  61 80     ADC ($80,X) @ 80 = 0200 = 80      A:7F X:00 Y:64 P:25 SP:FB CYC:3227
D0C8  20 7D F8  JSR $F87D                         A:00 X:00 Y:64 P:27 SP:FB CYC:3233
F87D  D0 07     BNE $F886                         A:00 X:00 Y:64 P:27 SP:F9 CYC:3239
F87F  30 05     BMI $F886                         A:00 X:00 Y:64 P:27 SP:F9 CYC:3241
F881  70 03     BVS $F886                         A:00 X:00 Y:64 P:27 SP:F9 CYC:3243
F883  90 01     BCC $F886                         A:00 X:00 Y:64 P:27 SP:F9 CYC:3245
F885  60        RTS                               A:00 X:00 Y:64 P:27 SP:F9 CYC:3247
D0CB  C8        INY                               A:00 X:00 Y:64 P:27 SP:FB CYC:3253
D0CC  A9 40     LDA #$40                          A:00 X:00 Y:65 P:25 SP:FB CYC:3255
D0CE  8D 00 02  STA $0200 = 80                    A:40 X:00 Y:65 P:25 SP:FB CYC:3257
D0D1  20 89 F8  JSR $F889                         A:40 X:00 Y:65 P:25 SP:FB CYC:3261
F889  24 01     BIT $01 = FF                      A:40 X:00 Y:65 P:25 SP:F9 CYC:3267
F88B  A9 40     LDA #$40                          A:40 X:00 Y:65 P:E5 SP:F9 CYC:3270
F88D  60        RTS                               A:40 X:00 Y:65 P:65 SP:F9 CYC:3272
D0D4  C1 80     CMP ($80,X) @ 80 = 0200 = 40      A:40 X:00 Y:65 P:65 SP:FB CYC:3278
D0D6  20 8E F8  JSR $F88E                         A:40 X:00 Y:65 P:67 SP:FB CYC:3284
F88E  30 07     BMI $F897                         A:40 X:00 Y:65 P:67 SP:F9 CYC:3290
F890  90 05     BCC $F897                         A:40 X:00 Y:65 P:67 SP:F9 CYC:3292
F892  D0 03     BNE $F897                         A:40 X:00 Y:65 P:67 SP:F9 CYC:3294
F894  50 01     BVC $F897                         A:40 X:00 Y:65 P:67 SP:F9 CYC:3296
F896  60        RTS                               A:40 X:00 Y:65 P:67 SP:F9 CYC:3298
D0D9  C8        INY                               A:40 X:00 Y:65 P:67 SP:FB CYC:3304
D0DA  48        PHA                               A:40 X:00 Y:66 P:65 SP:FB CYC:3306
D0DB  A9 3F     LDA #$3F                          A:40 X:00 Y:66 P:65 SP:FA CYC:3309
D0DD  8D 00 02  STA $0200 = 40                    A:3F X:00 Y:66 P:65 SP:FA CYC:3311
D0E0  68        PLA                               A:3F X:00 Y:66 P:65 SP:FA CYC:3315
D0E1  20 9A F8  JSR $F89A                         A:40 X:00 Y:66 P:65 SP:FB CYC:3319
F89A  B8        CLV                               A:40 X:00 Y:66 P:65 SP:F9 CYC:3325
F89B  60        RTS                               A:40 X:00 Y:66 P:25 SP:F9 CYC:3327
D0E4  C1 80     CMP ($80,X) @ 80 = 0200 = 3F      A:40 X:00 Y:66 P:25 SP:FB CYC:3333
D0E6  20 9C F8  JSR $F89C                         A:40 X:00 Y:66 P:25 SP:FB CYC:3339
F89C  F0 07     BEQ $F8A5                         A:40 X:00 Y:66 P:25 SP:F9 CYC:3345
F89E  30 05     BMI $F8A5                         A:40 X:00 Y:66 P:25 SP:F9 CYC:3347
F8A0  90 03     BCC $F8A5                         A:40 X:00 Y:66 P:25 SP:F9 CYC:3349
F8A2  70 01     BVS $F8A5                         A:40 X:00 Y:66 P:25 SP:F9 CYC:3351
F8A4  60        RTS                               A:40 X:00 Y:66 P:25 SP:F9 CYC:3353
D0E9  C8        INY                               A:40 X:00 Y:66 P:25 SP:FB CYC:3359
D0EA  48        PHA                               A:40 X:00 Y:67 P:25 SP:FB CYC:3361
D0EB  A9 41     LDA #$41                          A:40 X:00 Y:67 P:25 SP:FA CYC:3364
D0ED  8D 00 02  STA $0200 = 3F                    A:41 X:00 Y:67 P:25 SP:FA CYC:3366
D0F0  68        PLA                               A:41 X:00 Y:67 P:25 SP:FA CYC:3370
D0F1  C1 80     CMP ($80,X) @ 80 = 0200 = 41      A:40 X:00 Y:67 P:25 SP:FB CYC:3374
D0F3  20 A8 F8  JSR $F8A8                         A:40 X:00 Y:67 P:A4 SP:FB CYC:3380
F8A8  F0 05     BEQ $F8AF                         A:40 X:00 Y:67 P:A4 SP:F9 CYC:3386
F8AA  10 03     BPL $F8AF                         A:40 X:00 Y:67 P:A4 SP:F9 CYC:3388
F8AC  10 01     BPL $F8AF                         A:40 X:00 Y:67 P:A4 SP:F9 CYC:3390
F8AE  60        RTS                               A:40 X:00 Y:67 P:A4 SP:F9 CYC:3392
D0F6  C8        INY                               A:40 X:00 Y:67 P:A4 SP:FB CYC:3398
D0F7  48        PHA                               A:40 X:00 Y:68 P:24 SP:FB CYC:3400
D0F8  A9 00     LDA #$00                          A:40 X:00 Y:68 P:24 SP:FA CYC:3403
D0FA  8D 00 02  STA $0200 = 41                    A:00 X:00 Y:68 P:26 SP:FA CYC:3405
D0FD  68        PLA                               A:00 X:00 Y:68 P:26 SP:FA CYC:3409
D0FE  20 B2 F8  JSR $F8B2                         A:40 X:00 Y:68 P:24 SP:FB CYC:3413
F8B2  A9 80     LDA #$80                          A:40 X:00 Y:68 P:24 SP:F9 CYC:3419
F8B4  60        RTS                               A:80 X:00 Y:68 P:A4 SP:F9 CYC:3421
